disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Private vehicles,col2_Buses,col3_Municipal fleet (government owned vehicles excluding buses),col4_Freight vehicles,col5_Taxis/Transport Network Companies/Carshares,col6_Comment
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,7284,262,,383,0,reference year 2023
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,62450,0,91,1280,3710,reference year 2023
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,7900,,,,,reference year 2023 \nin most of the cases plug-in hybrid are included in the hybrid cathegory
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,,,,,,reference year 2023
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),0,0,0,0,0,"As said previously we cant reliate emissions to categories of vehicles, except the share between passengers and freight modes.You can have access to the transportation in Paris report for 2021: https://www.paris.fr/pages/bilan-des-deplacements-a-paris-en-2021-21167"
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,283000,0,2652.0,18000.0,0,"•Private vehicles and Freight vehicles, datas from The Statistical Data and Studies Department (SDES)https://www.statistiques.developpement-durable.gouv.fr/parc-et-circulation-des-vehicules-routiers?rubrique=58•Municipal fleet: datas provided by internal services (2021)•Buses/Taxis/Transport Network Companies/Carshares: data not provided"
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,2000.0,0,528.0,0,0,"•Private vehicles and fFreight vehicles, datas from The Statistical Data and Studies Department (SDES)https://www.statistiques.developpement-durable.gouv.fr/parc-et-circulation-des-vehicules-routiers?rubrique=58•Municipal fleet: datas provided by internal services (2021)•Buses/Taxis/Transport Network Companies/Carshares: data not provided"
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,0,0,47.0,0,0,"•Private vehicles and Freight vehicles, datas from The Statistical Data and Studies Department (SDES)https://www.statistiques.developpement-durable.gouv.fr/parc-et-circulation-des-vehicules-routiers?rubrique=58•Municipal fleet: datas provided by internal services (2021)•Buses/Taxis/Transport Network Companies/Carshares: data not provided"
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,4000.0,0,0,0,0,•municipal fleet: no hydrogen vehicles in the fleet;•Buses: data not provided
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,"•Private vehicles and Freight vehicles, datas from The Statistical Data and Studies Department (SDES)https://www.statistiques.developpement-durable.gouv.fr/parc-et-circulation-des-vehicules-routiers?rubrique=58•Municipal fleet: no hydrogen vehicles in the fleet;•Buses/Taxis/Transport Network Companies/Carshares: not provided"
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),,,,,,"O total de emissões estimado para todo transporte rodoviário no ano de 2023 é de 4.542.687,2 tCOe2. As emissões do setor de transporte rodoviário foram calculadas a partir de dados de consumo de combustível, não sendo possível desagregar de forma confiável entre os todos os modais. Novas formas de estimativa estão sendo pensadas. "
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,2376684,35558,,496150,32491,Os dados são de 2024 e se referem a veículos registrados . Estamos aguardando dados sobre frota licenciada para colocar um dado mais preciso. \nOs dados de taxi são da prefeitura 2024.
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,4221,,,,15,"Dados de 2024. Na frota municipal, são 16 caminhões elétricos + 2 veículos elétricos tipo utilitário para coleta de lixo."
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,7198,,,,328,Os dados são de 2024 e se referem a veículos registrados . Estamos aguardando dados sobre frota licenciada para colocar um dado mais preciso. \n
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,11419,,,,328,Os dados são de 2024 e se referem a veículos registrados . Estamos aguardando dados sobre frota licenciada para colocar um dado mais preciso. \n
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0.0,0.0,0.0,0.0,0.0,
2025 Disclosure Cycle,779465,CDP,31178,City of Mumbai,City,India,India,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),0,0,0,0,0,Not Estimated.\n
2025 Disclosure Cycle,779465,CDP,31178,City of Mumbai,City,India,India,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,4452428,25655,0,158469,212692,"Data taken from Environment Status Report 2024-25\nPrivate Vehicles - (Cars, Jeeps, Station Wagons, Two-wheelers, Private Service Vehicles, Ambulances, Others)\nBuses - (Stage carriages, Contract carriages, School buses)\nMunicipal Fleet - Actual govt fleet not disaggregated.\nFreight Vehicles - (Trucks, tankers, delivery vans, trailers)\nTaxis/Transport - (Taxis + Tourist cabs + Auto-rickshaws)"
2025 Disclosure Cycle,779465,CDP,31178,City of Mumbai,City,India,India,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,30352,142,0,1376,3062,Data taken from Environment Status Report 2024-25
2025 Disclosure Cycle,779465,CDP,31178,City of Mumbai,City,India,India,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,0,0,0,0,0,No such data available.\n
2025 Disclosure Cycle,779465,CDP,31178,City of Mumbai,City,India,India,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,0,0,0,No such data available.\n
2025 Disclosure Cycle,779465,CDP,31178,City of Mumbai,City,India,India,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,No such data available.\n
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),859456,,,,,"We do not have emissions data split out by transport mode. The figure reported comprises exhaust and non-exhaust emissions of CO2, CH4 and N2O from road traffic for the year 2023."
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,246699,354,1454,25720,1548,The number of municipal vehicles and taxis overlaps with the number of private vehicles and freight vehicles.
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,12163,101,846,1194,514,This data shows the registered vehicles within the municipality of Rotterdam. A large proportion of these vehicles do not enter the city. The share of electric vehicles that actually drive in the city is much higher.
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,30959,103,0,182,191,No comment
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,0,0,0,No data available. 
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,11,0,0,3,9,No comment
2025 Disclosure Cycle,779465,CDP,31180,Región Metropolitana de Santiago,City,Latin America,Chile,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),,,,,,No existe informacion con este nivel detalle 
2025 Disclosure Cycle,779465,CDP,31180,Región Metropolitana de Santiago,City,Latin America,Chile,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,2228385.0,6895.0,10.0,,40330.0,El gobierno Regional no tiene competencias en el transporte. https://www.dtpm.cl/descargas/memoria/Informe_Gestion_2021.pdfhttp://www.subtrans.cl/subtrans/doc/Taxis_nacional_0911.pdf
2025 Disclosure Cycle,779465,CDP,31180,Región Metropolitana de Santiago,City,Latin America,Chile,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,,784.0,,,,https:/no hay datos para divulgar/www.dtpm.cl/descargas/memoria/Informe_Gestion_2021.pdf
2025 Disclosure Cycle,779465,CDP,31180,Región Metropolitana de Santiago,City,Latin America,Chile,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,,,,,,no hay datos para divulgar
2025 Disclosure Cycle,779465,CDP,31180,Región Metropolitana de Santiago,City,Latin America,Chile,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,,,,,,no hay datos para divulgar 
2025 Disclosure Cycle,779465,CDP,31181,"City of Philadelphia, PA",City,North America,United States of America,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),3341064,102397,35265,95302,,The emissions noted under private vehicles include all on-road vehicles excluding buses. Freight includes rail and marine. 
