disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Main community-wide emissions inventory attachment (spreadsheet)^,col2_URL link (with unrestricted access)^,col3_Status of main community-wide inventory attachment and/or direct link,col4_Year covered by main inventory^,col5_Boundary of main inventory relative to jurisdiction boundary^,col6_Population in year covered by main inventory,col7_Primary protocol/framework used to compile main inventory,col8_GCoM: Primary protocol/framework used to compile main inventory^,col9_Tool used to compile main inventory,col10_Gases included in main inventory^,col11_Primary source of emission factors^^,col12_Source of global warming potential values,col13_Has the main inventory been audited/verified?,col14_Overall level of data quality,col15_Have any of the calculation methodologies and/or boundary used for this inventory changed when compared to the previously reported inventory?,col16_Additional/historical inventories and other relevant attachments,"col17_Further documentation, links and comments"
2025 Disclosure Cycle,779465,CDP,68267,Sutherland Shire Council,City,South East Asia & Oceania,Australia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"Q3.xlsx,gpc_report_sutherland_FY2023-24.csv",,The emissions inventory has been attached,2023/2024,Same - covers entire jurisdiction and nothing else,238614,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Other regionally/nationally developed tool/process: Kinesis Resilient Sydney data platform,CO2,Default IPCC emission factors,IPCC Sixth Assessment Report (2021),"Yes, externally audited/verified (third-party verification)",Activity data - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,Resilient Sydney coordinated Kinesis to provide the FY24 community emissions data and spreadsheet for all council members completing CDP reporting. Last year our Council completed the task with assistance from Resilient Sydney and Kinesis. 
2025 Disclosure Cycle,779465,CDP,69824,Västervik Municipality,City,Europe,Sweden,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"Kommunrapport_vastervik_vaxthusgaser_totalt.xlsx,Rapport Klimatpåverkan för Västerviks kommunkoncern år 2022.pdf",https://www.vastervik.se/contentassets/bc591c6dd4004286aff84bcaf7c6ea2d/rapport-klimatpaverkan-for-vasterviks-kommunkoncern-ar-2022-ver-2023-06-21.pdf\n\n\n,The emissions inventory can be accessed (unrestricted) on the link provided,2022,Other: Täcker endast kommunkoncernens utsläpp.,36650.0,Regional or country/area specific methodology,,Other regionally/nationally developed tool/process: Nationella emissionsdatabasen (SMHI) Sweden,CH4|CO2|HFCs|PFCs|N2O|SF6|NF3,Other: GHG-protokollet.,Do not know,,,,,SMHI Nationella emissionsdatabasen:\nhttps://nationellaemissionsdatabasen.smhi.se/\n
2025 Disclosure Cycle,779465,CDP,69849,Santa Cruz de Galápagos,City,Latin America,Ecuador,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Inventario_GEI_2015_Santa Cruz.xlsx,,The emissions inventory has been attached,2015,Same - covers entire jurisdiction and nothing else,15701,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),,Internal tool/process,CH4|CO2|N2O,Default IPCC emission factors,IPCC Fourth Assessment Report (2007),"Yes, externally audited/verified (third-party verification)",Activity data - High data quality|Emissions factors - Low data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,Informe Huellas - Ciudad Santa Cruz de Galápagos 24-11-16.pdf,Se adjunta el Informe metodologico del calculo de Huella de carbono
2025 Disclosure Cycle,779465,CDP,69968,Alcaldia de Rionegro,City,Latin America,Colombia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Estudio-Gases-de-Efecto-Invernadero (1).pdf,https://rionegro.gov.co/loader.php?lServicio=Tools2&lTipo=descargas&lFuncion=visorpdf&file=https%3A%2F%2Frionegro.gov.co%2Floader.php%3FlServicio%3DTools2%26lTipo%3Ddescargas%26lFuncion%3DexposeDocument%26idFile%3D5088%26tmp%3D3b81fabb70a3c7ee1097552137f4d8c4%26urlDeleteFunction%3Dhttps%253A%252F%252Frionegro.gov.co%252Floader.php%253FlServicio%253DTools2%2526lTipo%253Ddescargas%2526lFuncion%253DdeleteTemporalFile%2526tmp%253D3b81fabb70a3c7ee1097552137f4d8c4&pdf=1&tmp=3b81fabb70a3c7ee1097552137f4d8c4&fileItem=5088,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2023/2024,Same - covers entire jurisdiction and nothing else,,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),Consultancy-developed tool/process: Estudio 1 Cambio Climático 2 Vulnerabilidad y Riesgos Naturales y 3 Crecimiento Urbano para Municipio de Rionegro (Antioquia) dentro del Programa de Ciudades Sostenibles y Competitivas promovido por FINDETER en el marco.,CO2|SF6|PFCs|N2O|CH4|NF3|HFCs,,,,,,,
2025 Disclosure Cycle,779465,CDP,70247,Hsinchu City Government,City,China,East Asia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,112年新竹市溫室氣體排放量分析報告.pdf,https://reurl.cc/VWQK1Y,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2023,Same - covers entire jurisdiction and nothing else,456475,Regional or country/area specific methodology,,Data Portal for Cities,CH4|SF6|HFCs|NF3|CO2|PFCs|N2O,National/sub-national emission factors: 環境部公告溫室氣體排放係數,IPCC Fifth Assessment Report (2013),"Yes, internally audited/verified (self-verification)",Activity data - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,112年新竹市溫室氣體排放量分析報告.pdf,https://reurl.cc/VWQK1Y
2025 Disclosure Cycle,779465,CDP,73295,"City of La Crosse, WI",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,La Crosse Community GHG Inventory 2020 020822 Reduced.pdf,https://view.publitas.com/palebluedot/la-crosse-community-ghg-inventory-2020/page/10-11,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2020,Same - covers entire jurisdiction and nothing else,52690.0,,International Emissions Analysis Protocol (ICLEI),Do not know,CO2,National/sub-national emission factors: US EPA,Do not know,"No, not audited/verified",Emissions factors - Medium data quality|Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,N/A
2025 Disclosure Cycle,779465,CDP,73413,Commune de Cocody,City,UKWW,Côte d'Ivoire,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,GHG Inventory Data Template COCODY 2024 ACTU.xlsx,Inventaire des émissions de références de la commune de Cocody,The emissions inventory has been attached,2023,"Other: La commune de Cocody se trouve dans le District d'Abidjan, élargit en Grand Abidjan avec 13 commune en incluant la commune de Grand-Bassam. Elle a des interactions avec ses communes limitrophes et les autres communes dans le secteur du transport.",692583.0,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),Internal tool/process,CO2|N2O|NF3|CH4|PFCs|SF6|HFCs,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"Yes, internally audited/verified (self-verification)",Activity data - Medium data quality|Emissions factors - Medium data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy but this has not triggered a recalculation of historic emissions data",ENERGIE CONSOMMEE PAR LES MENAGES.xlsx,"Comme le scénario BAU qui prévoit une augmentation totale de 185%, avec ce scénario Bas Carbone, l'émission des GES sera réduite de 54% par rapport au BAU, soit une augmentation de GES de 131% au lieu de 184%. C'est tout à fait normal : la Commune de Cocody doit se développer. Mais ce développement sera moins générateur de Gaz à Effet de Serre : en 2030, l'empreinte sera de 3,59 teqCO2 par personne et par an, soit une faible augmentation par rapport à l'empreinte actuelle."
2025 Disclosure Cycle,779465,CDP,73645,KwaDukuza,City,UKWW,South Africa,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Annexure A-KDM GHG Emission Inventory Report_09.2024.pdf,KDM GHG Emissions Inventory Report,The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,324912,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),CIRIS,N2O|CH4|CO2,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"No, not audited/verified",Activity data - Low data quality|Activity data - Medium data quality|Activity data - High data quality|Emissions factors - Low data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,Greenhouse Gas Inventory Report_ AUG2020.pdf,"This report constitutes the third Emissions Inventory compiled for KDLM, with previous Emissions Inventories covering the years 2012 and 2014. Total emissions for KDLM decreased by 23% between 2012 and 2014, but increased by 47% between 2014 and 2022. The emissions per capita decreased by 30% between 2012 and 2014, but increased by 15% between 2014 and 2022. These results highlight the importance of low-emissions development pathways as a means to allow for economic and population growth while mitigating GHG emissions."
2025 Disclosure Cycle,779465,CDP,73666,"Cuyahoga County, OH",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Cuyahoga Community IMS_03132025_CDP.xlsx,Attached,The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,1236994,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),Other: IMS Developed by Brendle Group,CH4|N2O|CO2,"Local emission factors: Where possible used local emissions factors from local utilities. Primary emissions data for large emitters from the EPA. Transportation, wastewater and waste emissions factors from EPA, Standard conversion factors from TCR GRP, and GWPs from",IPCC Fifth Assessment Report (2013),"No, not audited/verified",Activity data - Medium data quality|Emissions factors - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,Climate Action_DRAFT_2025_FINAL.docx,Additional document is 2025 Climate Action Plan
2025 Disclosure Cycle,779465,CDP,73669,"San Luis Obispo, CA",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Community_GHG Inventory & Forecast Workbook_CDP Reporting.xlsx,2019 City of San Luis Obispo GHG Emissions Inventory Memo - https://www.slocity.org/home/showpublisheddocument/27807/637329143797700000,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2021,Same - covers entire jurisdiction and nothing else,46802.0,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),Internal tool/process,CH4|N2O|CO2,"Local emission factors: Utilities provide utility factors, California Air Resources Board provides vehicle factors, and the solid waste factors came from Cal Recycle.",IPCC Fifth Assessment Report (2013),"No, not audited/verified",Activity data - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,Community_GHG Inventory & Forecast Workbook_CDP Reporting.xlsx,
2025 Disclosure Cycle,779465,CDP,73671,Godoy Cruz,City,Latin America,Argentina,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,IGEI Godoy Cruz_Reporte.xlsx,no hay,The emissions inventory has been attached,2023,Same - covers entire jurisdiction and nothing else,198800,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Internal tool/process,CO2|N2O|CH4,Default IPCC emission factors,Other: Se obtiene del último informe del IPCC y de los informes Bienales de la Argentina,"No, not audited/verified",Emissions factors - High data quality|Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,IGEI 2022_Godoy Cruz_Reporte.xlsx,"Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climático, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.\n"
2025 Disclosure Cycle,779465,CDP,73678,Chañar Ladeado,City,Latin America,Argentina,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,IGEI Chañar Ladeado (reporte).xlsx,no hay\n,The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,6250,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Internal tool/process,CH4|N2O|CO2,Default IPCC emission factors,Other: Se obtiene del último informe del IPCC y de los informes Bienales de la Argentina.,"No, not audited/verified",Activity data - Medium data quality|Emissions factors - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,"Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climático, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas."
