disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Opportunity,col2_Describe how the region is maximizing this opportunity
2025 Disclosure Cycle,779465,CDP,73177,Mato Grosso,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Increasing resilience to climate change impacts and other disasters,"Com as mudanças climáticas em curso, eventos meteorológicos extremos serão mais frequentes e intensos. Desta forma, a manutenção dos remanescentes florestais é de fundamental importância para reduzir impactos das chuvas intensas e com grande potencial erosivo nas bacias hidrográficas do estado."
2025 Disclosure Cycle,779465,CDP,73180,Pernambuco,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Other: Proteção de recursos hídricos,"Diversos estudos comprovam que florestas naturais protegem e estabilizam os recursos hídricos. A proteção do ecossistema ripário, ou seja, o bioma que é característico pela interação entre vegetação, solo e cursos d'água, é um fator chave para a manutenção das funções hidrológicas das bacias hidrográficas, bem como de sua resiliência.Nesse cenário, algumas ações de preservação e gestão dos recursos florestais podem ser aliadas ao planejamento de gestão dos recursos hídricos do Estado. Algumas já conhecidas são a identificação dos limites das zonas ripárias e a regeneração da vegetação ripária."
2025 Disclosure Cycle,779465,CDP,73180,Pernambuco,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Other: Manejo sustentável da Caatinga,"O programa Mata Nativa do Ibama de Pernambuco foi responsável pela solução encontrada para o antigo problema ambiental do pólo gesseiro que colocava empresários e órgãos ambientais em conflito constante. No momento, 15% da lenha utilizada no aquecimento dos fornos são de origem ambientalmente correta do próprio pólo. A lenha sustentável reduz o impacto ambiental sobre a caatinga e também o número de autuações e multas ambientais na região. Cerca de 400 empresas dos municípios de Araripina, Ipubi, Trindade, Bodocó e Ouricuri integram o Arranjo Produtivo Local (APL) do Gesso da região do Araripe Pernambucano. Juntas, elas geram 12 mil empregos diretos e aproximadamente 60 mil indiretos, produzindo 2,8 milhões de toneladas de gesso por ano. O pólo é responsável por 95% da produção de gipsita do Brasil."
2025 Disclosure Cycle,779465,CDP,73180,Pernambuco,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Development of recreation and tourism industry,"O Estado de Pernambuco, mais especificamente em seu interior, já possui uma extensa programação de turismo ecológico em prática. Os roteiros do Estado oferecem várias opções, que incluem a prática de trilhas e esportes radicais, como rapel, asa delta, paraquedismo, mergulho e expedições off-road.Contudo, alguns entraves no crescimento dessa atividade ainda são enfrentados por falta de estrutura e divulgação de seus atrativos.A gestão da sustentabilidade florestal é um caminho que estimularia e proporcionaria o aumento de práticas sustentáveis e de turismo ecológico através da melhor utilização dos recursos florestais existentes no Estado."
2025 Disclosure Cycle,779465,CDP,73182,Sao Paulo State,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Development of recreation and tourism industry,Unidades de conservação e florestas estaduais proporcionam atividades na área de lazer e turismo.
2025 Disclosure Cycle,779465,CDP,73182,Sao Paulo State,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,"Other ecosystem services from forests realized (e.g. improved well-being, soil erosion management)",Programa Estadual de Restauração e Conservação Ecológica\n\nLink https://semil.sp.gov.br/2025/09/programa-estadual-de-restauracao-e-conservacao-ecologica/\n
2025 Disclosure Cycle,779465,CDP,73183,Tocantins,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Additional funding and investment opportunities (e.g. access to REDD+),"O Governo do Estado do Tocantins está elaborando o seu Programa Jurisdicional de REDD+, conforme descrito anteriormente."
2025 Disclosure Cycle,779465,CDP,73184,Parana,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,"Other ecosystem services from forests realized (e.g. improved well-being, soil erosion management)","Na área de drenagem para Controle de Cheias, o Instituto Água e Terra é executor de programas, projetos, obras e demais ações cujo objetivo é prestar apoio técnico e financeiro às Prefeituras Municipais para a Prevenção e Controle de Cheias e Inundações nas diversas regiões do Estado do Paraná. O Instituto Água e Terra executa diretamente grandes obras de interesse regional, de forma a integrar as ações das prefeituras às diretrizes da bacia hidrográfica ou do Plano de Bacia. Além das ações estruturais, caracterizadas como obras ou intervenções físicas, o Instituto Água e Terra desenvolve os Planos Diretores de Drenagem, com o objetivo de dotar as Prefeituras Municipais de um instrumento moderno de Gestão de Drenagem. Esses planos propõem uma forma institucional integrada de atuar; uma nova legislação que trata das ações não estruturais para controle de cheias; fornecem planos de ação para situações de emergência e instrumentalizam tecnicamente o corpo técnico das prefeituras municipais. Na área da drenagem para Controle de Erosão, o Instituto Água e Terra executa, direta ou indiretamente, obras de prevenção e/ou controle da erosão urbana, principalmente nas regiões de solos mais suscetíveis à formação das erosões ou voçorocas, que comprometam a integridade física de edificações e da infraestrutura existente nas cidades.https://www.iat.pr.gov.br/Pagina/Drenagem-Controle-de-Cheias-e-de-Erosao"
2025 Disclosure Cycle,779465,CDP,73184,Parana,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Climate change mitigation,"O Estado apresenta 337 unidades de conservação na modalidade Reserva Particular do Patrimônio Natural (RPPN), que pela legislação estadual é considerado de proteção integral.https://www.iat.pr.gov.br/Pagina/Reserva-Particular-do-Patrimonio-Natural-RPPN"
2025 Disclosure Cycle,779465,CDP,73184,Parana,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Ensuring clean water supply,"Proteção de áreas de mananciais, principalmente de interesse para o abastecimento público. Criação do ICMS ecológico para áreas de mananciais.https://www.iat.pr.gov.br/Pagina/ICMS-Ecologico-Mananciais-de-Abastecimento-Publico"
