disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_requested_org_number,requested_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,questionnaire,eligible_pathway,selected_pathway,disclosure_status,public_status,previous_response_status
2025 Disclosure Cycle,779465,CDP,54305,Rajkot Municipal Corporation,54305,Rajkot Municipal Corporation,City,India,India,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,60019,Rajshahi City Corporation,60019,Rajshahi City Corporation,City,India,Bangladesh,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,15515,Reading Borough Council,15515,Reading Borough Council,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,35867,Region Metropolitana de Guadalajara,35867,Region Metropolitana de Guadalajara,City,Latin America,Mexico,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,917931,Region of Powys,917931,Region of Powys,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,31180,Región Metropolitana de Santiago,31180,Región Metropolitana de Santiago,City,Latin America,Chile,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,863190,Renca,863190,Renca,City,Latin America,Chile,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,2045991,Rosario de la Frontera,2045991,Rosario de la Frontera,City,Latin America,Argentina,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Unknown
2025 Disclosure Cycle,779465,CDP,73879,Roskilde Municipality,73879,Roskilde Municipality,City,Europe,Denmark,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,73687,Sabaneta,73687,Sabaneta,City,Latin America,Colombia,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,2027823,Saen Suk Town Municipality,2027823,Saen Suk Town Municipality,City,South East Asia & Oceania,Thailand,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,859168,Saijo City,859168,Saijo City,City,Japan,Japan,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,842167,Sakarya,842167,Sakarya,City,UKWW,Türkiye,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Unknown
2025 Disclosure Cycle,779465,CDP,2027926,Salinas,2027926,Salinas,City,Latin America,Ecuador,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,31177,"Salt Lake City, UT",31177,"Salt Lake City, UT",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,59957,Samarinda City Government,59957,Samarinda City Government,City,South East Asia & Oceania,Indonesia,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,840105,Samdrup Jongkhar Municipality,840105,Samdrup Jongkhar Municipality,City,India,Bhutan,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,863533,San Antonio,863533,San Antonio,City,Latin America,Chile,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,863469,San Bernardo,863469,San Bernardo,City,Latin America,Chile,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,73763,San Carlos City,73763,San Carlos City,City,South East Asia & Oceania,Philippines,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,930502,San Francisco del Rincón,930502,San Francisco del Rincón,City,Latin America,Mexico,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,894049,San José de la Esquina,894049,San José de la Esquina,City,Latin America,Argentina,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,839970,San Justo (Argentina),839970,San Justo (Argentina),City,Latin America,Argentina,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,73669,"San Luis Obispo, CA",73669,"San Luis Obispo, CA",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,848135,San Pedro de la Paz,848135,San Pedro de la Paz,City,Latin America,Chile,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,2027869,San Salvador de Jujuy,2027869,San Salvador de Jujuy,City,Latin America,Argentina,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,852473,Sandwell Metropolitan Borough Council,852473,Sandwell Metropolitan Borough Council,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,863201,Sanggau Regency,863201,Sanggau Regency,City,South East Asia & Oceania,Indonesia,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,69849,Santa Cruz de Galápagos,69849,Santa Cruz de Galápagos,City,Latin America,Ecuador,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,74531,"Santa Fe County, NM",74531,"Santa Fe County, NM",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,36037,Santiago de Cali,36037,Santiago de Cali,City,Latin America,Colombia,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,36045,Santiago de Guayaquil,36045,Santiago de Guayaquil,City,Latin America,Ecuador,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,2045151,Satun Town Municipality,2045151,Satun Town Municipality,City,South East Asia & Oceania,Thailand,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Unknown
2025 Disclosure Cycle,779465,CDP,834347,Seberang Perai Municipal Council,834347,Seberang Perai Municipal Council,City,South East Asia & Oceania,Malaysia,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,895654,Segamat,895654,Segamat,City,South East Asia & Oceania,Malaysia,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,54327,Semarang City Government,54327,Semarang City Government,City,South East Asia & Oceania,Indonesia,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Activated
2025 Disclosure Cycle,779465,CDP,31187,Seoul Metropolitan Government,31187,Seoul Metropolitan Government,City,South East Asia & Oceania,Korea (The Republic of),2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,843537,Shropshire Council,843537,Shropshire Council,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Activated
2025 Disclosure Cycle,779465,CDP,35993,Singapore Government,35993,Singapore Government,City,South East Asia & Oceania,Singapore,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,918254,Skellefteå Municipality,918254,Skellefteå Municipality,City,Europe,Sweden,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,931111,South Downs National Park Authority,931111,South Downs National Park Authority,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,852466,South Gloucestershire Council,852466,South Gloucestershire Council,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,862814,"South-East Region of Ireland (Kilkenny, Carlow, Wexford, and Waterford Counties)",862814,"South-East Region of Ireland (Kilkenny, Carlow, Wexford, and Waterford Counties)",City,Europe,Ireland,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,54484,Stavanger Municipality,54484,Stavanger Municipality,City,Europe,Norway,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,2027827,Su-ngai Kolok Town Municipality,2027827,Su-ngai Kolok Town Municipality,City,South East Asia & Oceania,Thailand,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,862419,Sumbawa Regency,862419,Sumbawa Regency,City,South East Asia & Oceania,Indonesia,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,54537,Sunderland City Council,54537,Sunderland City Council,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,862932,"Superior, CO",862932,"Superior, CO",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_2,Amended,Public,Submitted
2025 Disclosure Cycle,779465,CDP,44082,Surabaya City Municipality,44082,Surabaya City Municipality,City,South East Asia & Oceania,Indonesia,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,74317,Surat Thani Municipality,74317,Surat Thani Municipality,City,South East Asia & Oceania,Thailand,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,862520,Surrey County Council,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,68267,Sutherland Shire Council,68267,Sutherland Shire Council,City,South East Asia & Oceania,Australia,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,44185,Suwon City,44185,Suwon City,City,South East Asia & Oceania,Korea (The Republic of),2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,18078,Swale Borough Council,18078,Swale Borough Council,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,2045884,São Lourenço do Sul,2045884,São Lourenço do Sul,City,Latin America,Brazil,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Unknown
2025 Disclosure Cycle,779465,CDP,834374,Tagum City,834374,Tagum City,City,South East Asia & Oceania,Philippines,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,54389,Taichung City Government,54389,Taichung City Government,City,China,East Asia,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,54386,Tainan City Government,54386,Tainan City Government,City,China,East Asia,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,31446,Taipei City Government,31446,Taipei City Government,City,China,East Asia,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,840515,Tangerang Selatan City,840515,Tangerang Selatan City,City,South East Asia & Oceania,Indonesia,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,54395,Taoyuan City Government,54395,Taoyuan City Government,City,China,East Asia,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,73750,Tarakan City,73750,Tarakan City,City,South East Asia & Oceania,Indonesia,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,2044301,Tayabas City,2044301,Tayabas City,City,South East Asia & Oceania,Philippines,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Unknown
2025 Disclosure Cycle,779465,CDP,35885,Tel Aviv-Yafo Municipality,35885,Tel Aviv-Yafo Municipality,City,UKWW,Israel,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,840194,Tepebaşi Municipality,City,UKWW,Türkiye,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,74391,Ternate,74391,Ternate,City,South East Asia & Oceania,Indonesia,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,54348,The Local Government of Quezon City,54348,The Local Government of Quezon City,City,South East Asia & Oceania,Philippines,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,73782,Thimphu,73782,Thimphu,City,India,Bhutan,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,930254,Thua Thien Hue Province,930254,Thua Thien Hue Province,City,South East Asia & Oceania,Viet Nam,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,834386,Thung Song Town Municipality,834386,Thung Song Town Municipality,City,South East Asia & Oceania,Thailand,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,840131,Tiruchirappalli City Municipal Corporation,840131,Tiruchirappalli City Municipal Corporation,City,India,India,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,840134,Tirunelveli Municipal Corporation,840134,Tirunelveli Municipal Corporation,City,India,India,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,31111,Tokyo Metropolitan Government,City,Japan,Japan,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,60602,"Town of Ajax, ON",60602,"Town of Ajax, ON",City,North America,Canada,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,74418,"Town of Breckenridge, CO",74418,"Town of Breckenridge, CO",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,60599,"Town of Bridgewater, NS",60599,"Town of Bridgewater, NS",City,North America,Canada,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,59588,"Town of Chapel Hill, NC",59588,"Town of Chapel Hill, NC",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,840228,"Town of Davie, FL",840228,"Town of Davie, FL",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,863407,"Town of Durham, NH",863407,"Town of Durham, NH",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,2024876,Town of Lügde,2024876,Town of Lügde,City,Europe,Germany,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,863419,"Town of New Glasgow, NS",863419,"Town of New Glasgow, NS",City,North America,Canada,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,832838,"Town of Wellfleet, MA",832838,"Town of Wellfleet, MA",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",840269,"Town of Whitby, ON",City,North America,Canada,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,834373,"Town of York, ME",834373,"Town of York, ME",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,63601,"Township of Maplewood, NJ",63601,"Township of Maplewood, NJ",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,54341,Toyama City,54341,Toyama City,City,Japan,Japan,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,60236,Trelleborg Municipality,60236,Trelleborg Municipality,City,Europe,Sweden,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,863202,Trenggalek Regency,863202,Trenggalek Regency,City,South East Asia & Oceania,Indonesia,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,54488,Trondheim Municipality,54488,Trondheim Municipality,City,Europe,Norway,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,2027876,Tual City,2027876,Tual City,City,South East Asia & Oceania,Indonesia,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,59958,Tweed Shire Council,59958,Tweed Shire Council,City,South East Asia & Oceania,Australia,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,849051,Udaipur Municipal Corporation,849051,Udaipur Municipal Corporation,City,India,India,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,44184,Ulsan Metropolitan City,44184,Ulsan Metropolitan City,City,South East Asia & Oceania,Korea (The Republic of),2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,54510,Umeå Municipality,54510,Umeå Municipality,City,Europe,Sweden,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,840075,Unley City Council,840075,Unley City Council,City,South East Asia & Oceania,Australia,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,54513,Uppsala Municipality,54513,Uppsala Municipality,City,Europe,Sweden,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,848950,Ushuaia,848950,Ushuaia,City,Latin America,Argentina,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,929994,Uskudar Municipality,929994,Uskudar Municipality,City,UKWW,Türkiye,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,63836,Vadodara Municipal Corporation,63836,Vadodara Municipal Corporation,City,India,India,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,58616,Vijayawada Municipal Corporation,58616,Vijayawada Municipal Corporation,City,India,India,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,848998,Villa de Merlo,848998,Villa de Merlo,City,Latin America,Argentina,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,74540,"Village of Hastings-on-Hudson, NY",74540,"Village of Hastings-on-Hudson, NY",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,74462,"Village of Oak Park, IL",74462,"Village of Oak Park, IL",City,North America,United States of America,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,36032,Ville de Dakar,36032,Ville de Dakar,City,UKWW,Senegal,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,842044,"Ville de Longueuil, QC",842044,"Ville de Longueuil, QC",City,North America,Canada,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,35894,"Ville de Montreal, QC",35894,"Ville de Montreal, QC",City,North America,Canada,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,49326,"Ville de Quebec, QC",49326,"Ville de Quebec, QC",City,North America,Canada,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,840143,Vishakhapatnam Municipal Corporation,840143,Vishakhapatnam Municipal Corporation,City,India,India,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,69824,Västervik Municipality,69824,Västervik Municipality,City,Europe,Sweden,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,60216,Växjö Municipality,60216,Växjö Municipality,City,Europe,Sweden,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,2012299,Warwick District Council,2012299,Warwick District Council,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,43937,Wellington City Council,43937,Wellington City Council,City,South East Asia & Oceania,New Zealand,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,852524,Westminster City Council,852524,Westminster City Council,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,861790,Wokingham Borough Council,861790,Wokingham Borough Council,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,54253,Wollongong City Council,54253,Wollongong City Council,City,South East Asia & Oceania,Australia,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,859097,Yamato City,859097,Yamato City,City,Japan,Japan,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,834400,Yasothon Town Municipality,834400,Yasothon Town Municipality,City,South East Asia & Oceania,Thailand,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,930753,Yeoncheon County,930753,Yeoncheon County,City,South East Asia & Oceania,Korea (The Republic of),2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,44210,Yeosu City,44210,Yeosu City,City,South East Asia & Oceania,Korea (The Republic of),2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,44188,Yongin City,44188,Yongin City,City,South East Asia & Oceania,Korea (The Republic of),2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,2012312,Yorkshire Dales National Park Authority,2012312,Yorkshire Dales National Park Authority,City,UKWW,United Kingdom,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,No Response
2025 Disclosure Cycle,779465,CDP,2044752,Ystad Municipality,2044752,Ystad Municipality,City,Europe,Sweden,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Unknown
2025 Disclosure Cycle,779465,CDP,2045903,Zugló District XIV of Budapest,2045903,Zugló District XIV of Budapest,City,Europe,Hungary,2025 Questionnaire,Unknown,PATHWAY_1,Submitted,Public,Unknown
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,35863,eThekwini Municipality,City,UKWW,South Africa,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,57408,Çanakkale Municipality,57408,Çanakkale Municipality,City,UKWW,Türkiye,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Unknown
2025 Disclosure Cycle,779465,CDP,929965,Çorlu Belediyesi,929965,Çorlu Belediyesi,City,UKWW,Türkiye,2025 Questionnaire,Unknown,PATHWAY_2,Submitted,Public,Unknown
2025 Disclosure Cycle,779465,CDP,74673,İzmir Metropolitan Municipality,74673,İzmir Metropolitan Municipality,City,UKWW,Türkiye,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
2025 Disclosure Cycle,779465,CDP,834515,Şanlıurfa Metropolitan Municipality,834515,Şanlıurfa Metropolitan Municipality,City,UKWW,Türkiye,2025 Questionnaire,Unknown,PATHWAY_3,Submitted,Public,Submitted
